,household_ID,x_cord,y_cord,road_ID,Distance,resident_count,departure_time,type
0,5074.0,-94.80815378592911,29.294916273217492,429.0,3340.221393413277,5,16.4,0
1,13551.0,-94.83419373346517,29.268565584593862,430.0,1018.1447453962288,1,24.6,0
2,3718.0,-94.78632117258637,29.300206089503313,432.0,1557.5616503949575,6,21.6,0
3,884.0,-94.79999772095316,29.29549559615337,432.0,3194.425029465039,2,19.4,0
4,4264.0,-94.81146046562532,29.284296018471924,430.0,2735.935247282892,4,24.5,1
5,17448.0,-94.84158357502966,29.266416325233966,430.0,1809.469601053629,3,25.0,1
6,33362.0,-95.15933936647222,29.094366699810443,219.0,27978.73905393541,2,20.8,2
7,17013.0,-94.84354431971548,29.2602823457634,430.0,2181.86437264663,1,13.7,1
8,26436.0,-95.71754101163961,28.80954064942693,236.0,41705.87767877334,1,16.2,1
9,29943.0,-95.23093250926516,29.056439506548397,219.0,18764.51442937517,1,25.4,1
10,30265.0,-95.30310303252887,29.0066108436944,219.0,9525.53083475236,1,22.2,1
11,11089.0,-94.77837827333576,29.305419949034363,432.0,579.9465054019973,5,29.7,0
12,30728.0,-95.38674774500147,29.11878824301799,219.0,14570.925753793994,3,19.2,0
13,3776.0,-94.78125746005963,29.30037549857425,432.0,1039.5826859316455,5,24.7,0
14,5547.0,-94.82375208760679,29.29074435848327,429.0,1529.8095375604842,2,24.7,1
15,30014.0,-95.40966513064365,29.104864710498745,219.0,13007.744847116022,1,14.8,0
16,24619.0,-95.4371519263359,28.96870148916157,219.0,7056.493632778916,4,21.8,1
17,1240.0,-94.802389043426,29.290972154351884,432.0,3678.6132493188693,2,11.8,0
18,31533.0,-95.10254472292017,29.263384430533833,377.0,14027.45201835814,5,24.9,0
19,24357.0,-95.65686707617809,28.960129965990223,219.0,30386.0040837877,0,21.3,1
20,13908.0,-94.82528263269629,29.26890282651331,430.0,294.21072828450593,3,29.1,0
21,32228.0,-95.12538873596657,29.22615597065459,377.0,19133.256997560195,3,22.2,0
22,28176.0,-95.99720816137365,28.780253674191258,3.0,63600.884585541964,1,20.1,0
23,15805.0,-94.84064241819134,29.274477279570682,429.0,1841.8146933937212,1,1.6,1
24,3059.0,-94.78646193320151,29.295734558562334,432.0,1853.3162735329788,2,23.9,0
25,2148.0,-94.76725622371825,29.329517747088154,433.0,652.8810927237375,3,11.5,1
26,22464.0,-95.35403821251931,28.92211053301298,257.0,2196.8823469581025,2,24.1,0
27,16619.0,-94.84228823958966,29.259705192304303,430.0,2082.58993406429,2,20.7,1
28,26274.0,-96.32540484858134,28.435594968382194,3.0,83049.30250281702,2,25.7,1
29,29035.0,-96.036192727051,28.797392010327727,3.0,58827.96508540195,4,20.0,0
30,23713.0,-95.46740700813695,28.882320897026883,236.0,12946.379492017631,3,20.4,1
31,27971.0,-96.03756536448324,28.684819914585958,3.0,68390.81566101415,3,22.4,1
32,25128.0,-95.53335646449614,28.964219351042917,219.0,16901.867724853633,1,21.9,1
33,5067.0,-94.80904174363802,29.291194229665955,429.0,3160.131607033548,4,13.2,0
34,28606.0,-96.2872915966273,28.76682972944399,3.0,43943.959439364524,3,12.7,0
35,17001.0,-94.83786951743691,29.266794300427886,430.0,1396.100219836588,3,23.3,1
36,13538.0,-94.8280130449344,29.266326775861646,430.0,300.6506996351337,1,25.1,0
37,19575.0,-95.00364887528784,29.16249176548765,428.0,22241.65660362249,2,28.1,0
38,26978.0,-95.90498450200509,28.716212933900067,236.0,65646.31860116884,5,7.3,0
39,9853.0,-94.7991635507702,29.298690237488234,432.0,2980.0750417740373,2,25.4,0
40,29460.0,-95.40838217382286,29.101347609109673,219.0,12541.404674828369,3,24.3,2
41,8938.0,-94.79470801475881,29.307863429895672,432.0,2424.275024748716,2,19.5,1
42,28944.0,-96.1594490957446,28.782788571066515,3.0,50070.16868334482,1,21.2,0
43,9728.0,-94.80574972804047,29.29956624537908,432.0,3673.050639396887,2,20.7,1
44,18470.0,-94.87121836563543,29.26274131589616,428.0,3076.20223592543,3,18.4,1
45,23422.0,-95.4221426203456,28.85907188735771,236.0,12188.977144212327,3,15.4,1
46,10538.0,-94.78545032688531,29.310174103941364,432.0,1533.6757213647766,1,25.4,0
47,12930.0,-94.844472575848,29.25595021599539,430.0,2527.193033543096,3,20.9,1
48,2731.0,-94.78494606299047,29.30083671385661,432.0,1385.9528085164136,2,22.8,0
49,16199.0,-94.84048154878856,29.286739248769315,429.0,429.264234370265,2,16.6,1
50,16813.0,-94.84453154485651,29.25951284575687,430.0,2320.8092613526237,2,31.3,1
51,5126.0,-94.810713164327,29.28598815412352,430.0,2961.652731882126,2,22.9,0
52,6983.0,-94.81983645165757,29.28008571814977,430.0,1826.7126128264113,1,18.7,0
53,4881.0,-94.80891237276235,29.289859216423437,429.0,3161.2700427228415,2,17.5,0
54,22275.0,-95.38477090879398,28.868710981552734,257.0,9788.435806127274,1,23.5,1
55,351.0,-94.79350681271372,29.292285647283204,432.0,2746.4322512580234,2,22.8,1
56,26920.0,-95.65504024065675,28.950387283807622,219.0,30441.81059644536,2,25.2,0
57,30662.0,-95.4163181811986,29.157274403575038,172.0,13732.426676809719,2,24.7,1
58,30913.0,-95.31011009386594,29.096813067975745,219.0,14660.573392726388,3,22.9,1
59,16436.0,-94.83775920432004,29.286374818794094,429.0,289.8899759596078,0,16.9,0
60,31400.0,-95.35425783713156,29.06806796024343,219.0,8965.72124146955,4,10.0,1
61,32980.0,-95.39266038703127,28.989202813687477,219.0,1983.8258929271335,3,20.3,1
62,21595.0,-94.5815373657476,29.512303435967823,431.0,29179.207978725204,5,17.1,0
63,12639.0,-94.77286248543892,29.321228838158333,433.0,843.2079628840194,2,23.3,1
64,10644.0,-94.778667211057,29.306189864784603,432.0,636.2438099918618,2,10.3,1
65,18388.0,-94.86857550410325,29.269055306228488,428.0,2218.5167101649745,1,19.6,2
66,22195.0,-95.31731462286878,28.925591526473124,257.0,3705.1661511408665,5,24.6,1
67,187.0,-94.79380842027372,29.28924020433343,432.0,3011.0454651659893,5,26.3,0
68,9665.0,-94.80728961381229,29.297888771343036,429.0,3541.91552332387,2,18.2,0
69,14661.0,-94.82658636126139,29.267922167931175,430.0,219.36990812350805,0,17.7,0
70,3178.0,-94.78923595684999,29.30001885874524,432.0,1871.409055869329,4,16.3,0
71,24039.0,-95.43655634240422,28.96710170341214,236.0,7125.845685177772,2,15.2,0
72,7870.0,-94.81391430994364,29.289033748092557,429.0,2600.981898118601,5,21.0,2
73,24284.0,-95.48673508433156,28.90903198235737,236.0,13102.36420225246,2,19.6,0
74,24444.0,-95.6070702017898,28.99609317786729,219.0,24339.048924371757,3,24.3,1
75,12466.0,-94.76973160784044,29.3157812584123,436.0,219.8930632317583,3,16.2,0
76,18774.0,-94.85642052126639,29.263945824007827,428.0,2815.5161775750857,2,23.5,1
77,694.0,-94.80661007333416,29.293161746939123,429.0,3462.680244809311,1,21.6,1
78,17995.0,-94.85273828379765,29.25775687847827,430.0,3252.933447024375,6,23.9,1
79,23308.0,-95.40242222291694,28.954665398841676,236.0,3011.111922867739,3,12.3,1
80,19746.0,-95.11017591036047,29.09187380556388,257.0,32840.69579981772,1,16.4,1
81,463.0,-94.79284411654548,29.29309320012512,432.0,2627.338036855533,4,19.8,0
82,18879.0,-94.86888431974509,29.273025635545675,428.0,1762.9315405380135,2,16.7,1
83,13578.0,-94.83103830670662,29.265265234611736,430.0,657.7818989809881,3,20.4,1
84,2185.0,-94.75476753741458,29.31970036312014,436.0,1887.6270717617233,2,14.2,0
85,1619.0,-94.80280429864924,29.287879261152465,430.0,3696.551583026573,0,20.6,0
86,28330.0,-96.11797758193241,28.689515089733664,3.0,62181.33833650022,6,22.1,2
87,24861.0,-95.49810464855597,28.919163010554204,236.0,13913.348661250704,1,17.2,2
88,24931.0,-95.4659809451998,29.020228147159163,219.0,8843.134783582074,2,26.5,0
89,13366.0,-94.82661000132642,29.27437340540486,430.0,1002.4634565186443,1,14.8,0
90,2421.0,-94.8132790330528,29.27637213122132,430.0,1831.8312819095297,5,20.9,1
